,all_retweets,all_likes,all_length,retweets,likes,length,sentiment,tweet-rt-ratio
0,1701.5066666666667,0.10633333333333334,116.35333333333334,0.1182170542635659,0.6182170542635659,109.30426356589147,0.1065891472868217,0.172
