,all_retweets,all_likes,all_length,retweets,likes,length,sentiment,tweet-rt-ratio
0,2811.943333333333,0.229,125.25033333333333,0.32595573440643866,1.3822937625754528,105.86519114688129,0.21730382293762576,0.16566666666666666
