,all_retweets,all_likes,all_length,retweets,likes,length,sentiment,tweet-rt-ratio
0,691.4283333333333,0.7483333333333333,142.14866666666666,1.0781671159029649,3.0256064690026956,156.8045822102426,0.20080862533692723,0.24733333333333332
