,all_retweets,all_likes,all_length,retweets,likes,length,sentiment,tweet-rt-ratio
0,7.508695652173913,2.515217391304348,157.65217391304347,1.1712962962962963,5.356481481481482,182.03703703703704,0.5,0.46956521739130436
