,all_retweets,all_likes,all_length,retweets,likes,length,sentiment,tweet-rt-ratio
0,1923.3023333333333,0.39666666666666667,101.47,0.4144736842105263,1.3048245614035088,116.73245614035088,0.23026315789473684,0.304
