,all_retweets,all_likes,all_length,retweets,likes,length,sentiment,tweet-rt-ratio
0,115.57866666666666,0.6433333333333333,141.214,0.7452991452991453,1.6478632478632478,154.87521367521367,0.3333333333333333,0.39
