,all_retweets,all_likes,all_length,retweets,likes,length,sentiment,tweet-rt-ratio
0,1189.5143333333333,0.5723333333333334,127.326,0.32396088019559904,2.0990220048899757,127.75794621026895,0.32885085574572126,0.27266666666666667
