,all_retweets,all_likes,all_length,retweets,likes,length,sentiment,tweet-rt-ratio
0,2816.6293333333333,0.30533333333333335,132.297,0.5200764818355641,1.751434034416826,129.88145315487571,-0.0024325461469342923,0.17433333333333334
