,all_retweets,all_likes,all_length,retweets,likes,length,sentiment,tweet-rt-ratio
0,162.08766666666668,0.34933333333333333,105.94,0.2130350194552529,1.0194552529182879,101.47470817120623,-0.06712062256809338,0.3426666666666667
